id,date,text,views,forwards,replies,reactions
19194,2025-06-11 14:38:58+00:00,,118710,94,0,{}
19193,2025-06-11 14:38:58+00:00,"Если солнце — папарацци, то новинка The Act — твой охранник🔆

Солнцезащитный крем для лица с современными химическими фильтрами не даст лучам пробраться сквозь SPF 50. Еще у него легкая формула, которая не забивает поры, и оптимальный объем — 60 мл (надолго хватит для защиты лица и шеи). К тому же ярко-оранжевая упаковка — супер для летнего контента!

В компанию к крему подобрали ещё несколько хитов бренда:

🧡 энзимная пудра для деликатного отшелушивания  

🧡 крем для лица с витамином С для интенсивного увлажнения и ровного тона 

🧡 сыворотка для сияния кожи с невероятным ароматом клубники 

🧡 гидрофильное масло Face Cleansing Oil для снятия макияжа и очищения

Реклама",115793,93,61,"{""ReactionEmoji(emoticon='❤')"": 590, 'ReactionCustomEmoji(document_id=5294214784856649592)': 274, ""ReactionEmoji(emoticon='🔥')"": 114, ""ReactionEmoji(emoticon='😍')"": 54, ""ReactionEmoji(emoticon='👍')"": 37, ""ReactionEmoji(emoticon='⚡')"": 10, ""ReactionEmoji(emoticon='😁')"": 8, ""ReactionEmoji(emoticon='😇')"": 7}"
19192,2025-06-11 13:01:44+00:00,"В прямом эфире учимся ламинированию бровей⚡️ Блогер Арина Данилова и мастер-бровист Мария Колиш расскажут и покажут, как сделать долговременную укладку бровей в домашних условиях. 

Подключайтесь и участвуйте в розыгрыше бьюти-боксов!",101920,51,0,"{'ReactionCustomEmoji(document_id=5294214784856649592)': 357, ""ReactionEmoji(emoticon='❤')"": 178, ""ReactionEmoji(emoticon='🔥')"": 84, ""ReactionEmoji(emoticon='⚡')"": 57, ""ReactionEmoji(emoticon='👍')"": 28, ""ReactionEmoji(emoticon='😁')"": 10, ""ReactionEmoji(emoticon='😍')"": 8, ""ReactionEmoji(emoticon='😇')"": 8}"
19191,2025-06-11 08:38:04+00:00,"Ставь ❤️, если уже предвкушаешь длинные выходные! 

Мы планируем провести их за городом, по максимуму наслаждаясь солнцем, поэтому взяли с собой новинку Bioderma.

Это легкий флюид SPF 50+ c детокс-эффектом, благодаря которому средство защищает не только от ультрафиолета, но и от воздействия окружающей среды и других загрязнений. 

Нам понравилась легкая текстура и ощущение свежести на лице после нанесения, так что к выходным готовы! 

Реклама",109736,24,58,"{""ReactionEmoji(emoticon='❤')"": 850, 'ReactionCustomEmoji(document_id=5294214784856649592)': 272, ""ReactionEmoji(emoticon='😇')"": 72, ""ReactionEmoji(emoticon='🔥')"": 64, ""ReactionEmoji(emoticon='👍')"": 37, ""ReactionEmoji(emoticon='😍')"": 11, ""ReactionEmoji(emoticon='⚡')"": 9, ""ReactionEmoji(emoticon='😁')"": 9}"
19190,2025-06-11 08:37:58+00:00,,99764,22,4,"{""ReactionEmoji(emoticon='❤')"": 506, 'ReactionCustomEmoji(document_id=5294214784856649592)': 237, ""ReactionEmoji(emoticon='😍')"": 90, ""ReactionEmoji(emoticon='👍')"": 72, ""ReactionEmoji(emoticon='🔥')"": 19, ""ReactionEmoji(emoticon='😇')"": 11, ""ReactionEmoji(emoticon='⚡')"": 10, ""ReactionEmoji(emoticon='😁')"": 10}"
19189,2025-06-11 05:03:47+00:00,"Лето, жара и промокод ИЮНЬ с доп. скидкой до –20%🍀

Купальник купили? А пляжную сумку и водостойкий санскрин? Добавляйте в корзину товары для летнего отдыха и применяйте промокод ИЮНЬ для доп. скидки: 

−10% при покупке от 6 000 ₽
−15% при покупке от 9 000 ₽
−20% при покупке от 12 000 ₽

Действует до 15 июня включительно. Подробности и исключения здесь.",105192,269,89,"{""ReactionEmoji(emoticon='❤')"": 583, 'ReactionCustomEmoji(document_id=5294214784856649592)': 266, ""ReactionEmoji(emoticon='👍')"": 130, ""ReactionEmoji(emoticon='🔥')"": 61, ""ReactionEmoji(emoticon='😁')"": 16, ""ReactionEmoji(emoticon='😍')"": 11, ""ReactionEmoji(emoticon='⚡')"": 8, ""ReactionEmoji(emoticon='😇')"": 8}"
19188,2025-06-10 17:03:47+00:00,,114846,181,0,{}
19187,2025-06-10 17:03:47+00:00,,117030,174,0,{}
19186,2025-06-10 17:03:47+00:00,,119443,175,0,{}
19185,2025-06-10 17:03:47+00:00,,110268,179,0,{}
19184,2025-06-10 17:03:47+00:00,,112258,179,0,{}
19183,2025-06-10 17:03:47+00:00,"Бестселлеры брендов посуды в Золотом Яблоке🤍

Заказывай наборы, а мы доставим всё без единой трещинки:

▫️«Лукоморье» — про любовь к природе и русским сказкам. Здесь и тарелка с ночным небом, и чайная пара как из бабушкиного серванта. 

▫️Gonchar Dining — минималистичная посуда, созданная специально для ресторанов. Ее выбирают шеф-повара не только России, но и Германии, Италии, Канады. 

▫️Grace by Tudor — аутентичный английский фарфор, который создают с 19 века. Ассоциируется с королевской династией Тюдоров и является символом благородства. 

▫️Bronco — это необычные формы и фактуры. Такую прочную посуду вы точно не поцарапаете приборами, можете смело мыть в посудомойке и греть в микроволновке. 

▫️Topgift — акцентные аксессуары, будто сошедшие с подборки Pinterest. Тут декоративные вазы, яркие чайные наборы и корзины для хранения.",110691,179,33,"{""ReactionEmoji(emoticon='❤')"": 566, 'ReactionCustomEmoji(document_id=5294214784856649592)': 241, ""ReactionEmoji(emoticon='😁')"": 92, ""ReactionEmoji(emoticon='👍')"": 70, ""ReactionEmoji(emoticon='🔥')"": 22, ""ReactionEmoji(emoticon='😍')"": 21, ""ReactionEmoji(emoticon='⚡')"": 10, ""ReactionEmoji(emoticon='😇')"": 9}"
19182,2025-06-10 12:44:07+00:00,,111389,157,0,{}
19181,2025-06-10 12:44:07+00:00,"Новые палетки Anastasia Beverly Hills подоспели как раз к сезону выпускных⭐️

Уже накрасились палеткой Sugar, в которую входит 9 оттенков в холодных тонах: среди них есть матовые, сияющие и мерцающие цвета. Все пигменты плотные и при этом хорошо тушуются — уверены, они идеально подойдут к выпускному наряду! 

А вторую нюдовую палетку Spice можно посмотреть здесь.",114827,157,46,"{""ReactionEmoji(emoticon='❤')"": 691, 'ReactionCustomEmoji(document_id=5294214784856649592)': 288, ""ReactionEmoji(emoticon='🔥')"": 151, ""ReactionEmoji(emoticon='😍')"": 78, ""ReactionEmoji(emoticon='👍')"": 38, ""ReactionEmoji(emoticon='⚡')"": 13, ""ReactionEmoji(emoticon='😁')"": 13, ""ReactionEmoji(emoticon='😇')"": 11}"
19180,2025-06-10 10:10:20+00:00,,116935,93,0,{}
19179,2025-06-10 10:10:20+00:00,,119701,91,0,{}
19178,2025-06-10 10:10:20+00:00,,109948,93,0,{}
19177,2025-06-10 10:10:20+00:00,,109159,90,0,{}
19176,2025-06-10 10:10:20+00:00,,108806,94,0,{}
19175,2025-06-10 10:10:20+00:00,"Эти сумки очень хотят отправиться в путешествие👜

Возьми их с собой! Взамен они сделают каждый твой образ запоминающимся и вместят всё: от загранпаспорта и санскрина до любимого Лабубу.

Их можно найти в разделе «Одежда и аксессуары» на сайте и в приложении Золотого Яблока!

➖ Зеленая Karl Lagerfeld
➖ Голубая Keddo Couture
➖ Белая Furla
➖ Лаймовая CNS – Coined in Stone 
➖ Сиреневая Veske Studio",109026,91,46,"{""ReactionEmoji(emoticon='❤')"": 580, 'ReactionCustomEmoji(document_id=5294214784856649592)': 275, ""ReactionEmoji(emoticon='😍')"": 139, ""ReactionEmoji(emoticon='👍')"": 65, ""ReactionEmoji(emoticon='🔥')"": 20, ""ReactionEmoji(emoticon='⚡')"": 14, ""ReactionEmoji(emoticon='😁')"": 13, ""ReactionEmoji(emoticon='😇')"": 12}"
19174,2025-06-10 06:39:40+00:00,,119152,193,0,{}
19173,2025-06-10 06:39:40+00:00,"Мы на запланированной вечеринке: 🙂
Мы на случайной тусовке с коллегами посреди недели: 💃🏻🪩💅🏻 

Если вы тоже поклонник спонтанностей, закиньте в сумочку желе-стики* Any Buddy Party Hard Buddy. Они спасут, когда утром на учебе/работе надо быть фреш — в составе таурин, витамины B и другие природные «батарейки».  

Желе, кстати, можно есть не только после вечеринки, но до и во время нее, чтобы облегчить последствия. 

* БАДы не являются лекарственным средством.",121839,193,77,"{""ReactionEmoji(emoticon='❤')"": 682, 'ReactionCustomEmoji(document_id=5294214784856649592)': 302, ""ReactionEmoji(emoticon='😁')"": 94, ""ReactionEmoji(emoticon='🔥')"": 73, ""ReactionEmoji(emoticon='👍')"": 30, ""ReactionEmoji(emoticon='😇')"": 15, ""ReactionEmoji(emoticon='⚡')"": 13, ""ReactionEmoji(emoticon='😍')"": 13}"
19172,2025-06-09 16:25:00+00:00,"В эфире новый выпуск Flacon Magazine! В этом номере — 7 классных цветных тушей для ресниц, подборка для создания крутых веснушек и целый материал о любимых корейских банках бьюти-блогеров. Наслаждайтесь и пишите в комментариях, какая статья вам понравилась больше всего 🤍

🌟 Они сделают лето ярче: 7 цветных тушей для ресниц

🌟 До последней капли. Бьюти-блогеры — о любимых корейских банках

🌟 «Я голодный, помоги». Могут ли собаки общаться с помощью кнопок

🌟 6 средств для создания веснушек

🌟 О любимых средствах и жизни. Анкета бьюти-редактора Саши

🌟 От 40 до 100 рублей. 10 полезных и приятных мелочей

🌟 «‎Родные так ничего и не заметили»‎. 3 истории об омоложении через операцию

🌟 6 любимых продуктов Тани Вороновой, креативного директора Gold Apple Middle East

🌟 Пушистые или микро? Как подобрать форму усов

🌟 5 причесок для сна, с которыми волосы будут шелковистыми",112529,42,87,"{""ReactionEmoji(emoticon='❤')"": 441, 'ReactionCustomEmoji(document_id=5294214784856649592)': 143, ""ReactionEmoji(emoticon='⚡')"": 102, ""ReactionEmoji(emoticon='😁')"": 48, ""ReactionEmoji(emoticon='🔥')"": 30, ""ReactionEmoji(emoticon='👍')"": 25, ""ReactionEmoji(emoticon='😇')"": 10, ""ReactionEmoji(emoticon='😍')"": 7}"
19171,2025-06-09 15:03:38+00:00,,105306,36,0,{}
19170,2025-06-09 15:03:38+00:00,,107112,36,0,{}
19169,2025-06-09 15:03:38+00:00,,105474,38,0,{}
19168,2025-06-09 15:03:38+00:00,,101952,29,0,{}
19167,2025-06-09 15:03:38+00:00,"Шейверы (пишите в комментариях, если знаете, что это такое) и другие новинки из раздела «Техника». 

➖ тостер Kitfort для летнего завтрака 
➖ шейверы для бритья Melon для максимальной гладкости 
➖ умные часы Nothing для утренних пробежек до веранды, чтобы выпить кофе 
➖ электрическая зубная щетка Oclean для лучезарной улыбки",102854,39,29,"{""ReactionEmoji(emoticon='❤')"": 436, 'ReactionCustomEmoji(document_id=5294214784856649592)': 214, ""ReactionEmoji(emoticon='🔥')"": 98, ""ReactionEmoji(emoticon='👍')"": 49, ""ReactionEmoji(emoticon='😍')"": 11, ""ReactionEmoji(emoticon='😁')"": 10, ""ReactionEmoji(emoticon='⚡')"": 9, ""ReactionEmoji(emoticon='😇')"": 9}"
19165,2025-06-09 11:29:48+00:00,,129034,345,0,{}
19164,2025-06-09 11:29:48+00:00,"У DARLING* вышли долгожданные новые ароматы🩶 Какой выберешь ты?

👉 Фруктово-цветочный Nectasy — для тех, кто этим летом планирует влюбиться (желательно в отпуске на берегу моря). Волнующий, взрослый и при этом игривый парфюм. 

👉 Амброво-мускусный Intimyst — если вы ждете лето только ради вечеринок, путешествий и музыкальных фестивалей, пробуйте! За остроту ощущений в парфюме отвечают розовый перец и корица.",127694,346,52,"{""ReactionEmoji(emoticon='❤')"": 720, 'ReactionCustomEmoji(document_id=5294214784856649592)': 335, ""ReactionEmoji(emoticon='👍')"": 127, ""ReactionEmoji(emoticon='😍')"": 61, ""ReactionEmoji(emoticon='🔥')"": 23, ""ReactionEmoji(emoticon='⚡')"": 17, ""ReactionEmoji(emoticon='😁')"": 17, ""ReactionEmoji(emoticon='😇')"": 15}"
19163,2025-06-09 08:01:23+00:00,"Мы, когда поняли, что эта рабочая неделя короткая! 

❤️ — если уже планируете, чем займетесь на выходных",104977,80,69,"{""ReactionEmoji(emoticon='❤')"": 2024, 'ReactionCustomEmoji(document_id=5294214784856649592)': 614, ""ReactionEmoji(emoticon='😍')"": 179, ""ReactionEmoji(emoticon='👍')"": 75, ""ReactionEmoji(emoticon='🔥')"": 25, ""ReactionEmoji(emoticon='😇')"": 21, ""ReactionEmoji(emoticon='😁')"": 15, ""ReactionEmoji(emoticon='⚡')"": 14}"
19162,2025-06-09 05:05:45+00:00,"Запускаем скидки до −50%, чтобы вы купили всё для отпуска🍀

И провели его с максимальным наслаждением! До 15 июня снизили цены на купальники, водостойкие санскрины, питательный уход за кожей после загара, тревел-миниатюры и многое другое — осталось только уместить все покупки в чемоданы. Они у нас, кстати, тоже есть.

Акция действует онлайн и в магазинах, все подробности здесь.",112925,79,49,"{""ReactionEmoji(emoticon='❤')"": 565, 'ReactionCustomEmoji(document_id=5294214784856649592)': 309, ""ReactionEmoji(emoticon='👍')"": 132, ""ReactionEmoji(emoticon='🔥')"": 69, ""ReactionEmoji(emoticon='😍')"": 24, ""ReactionEmoji(emoticon='😁')"": 9, ""ReactionEmoji(emoticon='⚡')"": 7, ""ReactionEmoji(emoticon='😇')"": 7}"
19161,2025-06-08 16:45:21+00:00,"Вместо сериалов вечером планируем смотреть бьюти-стримы!

Для тех, кто пропустил, собрали записи — успевайте познакомиться, пока они доступны:

🩶 Подростковый макияж — косметичка и советы от эксперта

🩶 Новинки Золотого Яблока к лету — показывает Катя Кеняйкина

🩶 Как ухаживать за кожей в жару — в эфире косметолог Мила Скрынько

🩶 Лайфхаки для напитанных и здоровых волос — рассказывает стилист Оксана Сергеева",105094,110,61,"{'ReactionCustomEmoji(document_id=5294214784856649592)': 438, ""ReactionEmoji(emoticon='❤')"": 280, ""ReactionEmoji(emoticon='🔥')"": 104, ""ReactionEmoji(emoticon='😁')"": 42, ""ReactionEmoji(emoticon='👍')"": 30, ""ReactionEmoji(emoticon='😍')"": 13, ""ReactionEmoji(emoticon='😇')"": 12, ""ReactionEmoji(emoticon='⚡')"": 7}"
19160,2025-06-08 15:49:49+00:00,"На улице тепло, но от нового мужского аромата Jean Paul Gaultier нам стало еще жарче🔥

В Золотом Яблоке уже можно купить духи Le Male Elixir Absolu — знойные, со жгучей энергией и золотистой аурой. В их пирамиде есть три главные ноты: пряная слива, душистая лаванда и аккорд бобов тонка, который остается в шлейфе.

Многие сравнивают духи с предшественником — Le Male Elixir — и отмечают, что новый аромат менее сладкий, но такой же притягательный.

Духи упакованы в стильный золотистый тубус бренда и доступны в двух объемах — 75 и 125 мл.

Реклама",92047,67,17,"{'ReactionCustomEmoji(document_id=5294214784856649592)': 404, ""ReactionEmoji(emoticon='❤')"": 255, ""ReactionEmoji(emoticon='🔥')"": 107, ""ReactionEmoji(emoticon='👍')"": 55, ""ReactionEmoji(emoticon='⚡')"": 12, ""ReactionEmoji(emoticon='😁')"": 11, ""ReactionEmoji(emoticon='😍')"": 7, ""ReactionEmoji(emoticon='😇')"": 7}"
19159,2025-06-08 13:35:17+00:00,,106412,100,0,{}
19158,2025-06-08 13:35:17+00:00,"Именно он придумал выражение bad hair day («день плохих волос») и создал культовую маску Elasticizer для Одри Хепберн⭐️

Это «волшебник по прическам» — английский трихолог Филип Кингсли, про которого писали New York Times, Vogue, The Sunday Times. В 1953 году он создал бренд Philip Kingsley, один из ведущих в области средств по уходу и лечению кожи головы и волос. 

Их оценила не только Одри, но и голливудские звезды Кейт Бланшетт, Гвинет Пэлтроу, Мик Джаггер и другие знаменитости. Попробуй эти хиты со скидками до −45%: 

— увлажняющая маска Elasticizer Extreme 
— увлажняющий шампунь Moisture Balancing 
— увлажняющий кондиционер Moisture Balancing
— масло для укрепления волос Bond Builder Shield 
— спрей для прикорневого объема Maximizer 

Реклама",105626,101,11,"{'ReactionCustomEmoji(document_id=5294214784856649592)': 435, ""ReactionEmoji(emoticon='❤')"": 329, ""ReactionEmoji(emoticon='🔥')"": 119, ""ReactionEmoji(emoticon='😁')"": 31, ""ReactionEmoji(emoticon='👍')"": 20, ""ReactionEmoji(emoticon='😍')"": 10, ""ReactionEmoji(emoticon='⚡')"": 9, ""ReactionEmoji(emoticon='😇')"": 9}"
19157,2025-06-08 12:15:00+00:00,"Нашли в составе шампуня Ollin Professional масло из листьев редчайшего растения🍃

Это анисовый мирт, который собирается вручную и растет только в древнем лесу Австралии. Вместе с гидролизованным шелком он дарит прикорневой объем, успокаивает кожу головы и помогает дольше сохранять ощущение свежести. 

В кружке показали лаконичную банку Pro Volume с удобной крышкой-защелкой! У шампуня ненавязчивый цитрусовый аромат и плотная текстура, которая легко мылится. 

Реклама",101252,48,19,"{""ReactionEmoji(emoticon='❤')"": 479, 'ReactionCustomEmoji(document_id=5294214784856649592)': 237, ""ReactionEmoji(emoticon='⚡')"": 88, ""ReactionEmoji(emoticon='👍')"": 70, ""ReactionEmoji(emoticon='😍')"": 22, ""ReactionEmoji(emoticon='🔥')"": 17, ""ReactionEmoji(emoticon='😁')"": 8, ""ReactionEmoji(emoticon='😇')"": 7}"
19156,2025-06-08 12:14:52+00:00,,91207,7,4,"{""ReactionEmoji(emoticon='❤')"": 360, 'ReactionCustomEmoji(document_id=5294214784856649592)': 209, ""ReactionEmoji(emoticon='👍')"": 103, ""ReactionEmoji(emoticon='🔥')"": 57, ""ReactionEmoji(emoticon='😍')"": 12, ""ReactionEmoji(emoticon='⚡')"": 11, ""ReactionEmoji(emoticon='😁')"": 7, ""ReactionEmoji(emoticon='😇')"": 6}"
19155,2025-06-08 10:11:20+00:00,,100606,253,0,{}
19154,2025-06-08 10:11:20+00:00,,101417,250,0,{}
19153,2025-06-08 10:11:20+00:00,,101404,249,0,{}
19152,2025-06-08 10:11:20+00:00,,96371,258,0,{}
19151,2025-06-08 10:11:20+00:00,,95459,251,0,{}
19150,2025-06-08 10:11:19+00:00,"Сохрани этот пост, и отпуск твоей мечты осуществится💚

Сделали для вас обои-аффирмации, чтобы вы могли визуализировать ваше следующее путешествие. Прикрепляем файлы в комментариях, а вы пишите, куда мечтаете отправиться!

Поздравляем победителей прошлого поста🍀
Екатерина Морозова @katymorozzz
Марина @Airstream1
Наталья @fed_55nata76

#летнийчелленджGA",95388,248,204,"{""ReactionEmoji(emoticon='❤')"": 953, 'ReactionCustomEmoji(document_id=5294214784856649592)': 371, ""ReactionEmoji(emoticon='⚡')"": 154, ""ReactionEmoji(emoticon='🔥')"": 85, ""ReactionEmoji(emoticon='👍')"": 28, ""ReactionEmoji(emoticon='😍')"": 24, ""ReactionEmoji(emoticon='😇')"": 20, ""ReactionEmoji(emoticon='😁')"": 11}"
19149,2025-06-08 05:40:08+00:00,,108088,52,0,{}
19148,2025-06-08 05:40:08+00:00,"Трехступенчатая утренняя бьюти-рутина с Dr.Hauschka для тех, кто хочет замедлить темп жизни и насладиться каждым моментом🧡

Весь уход бренда помогает нам сосредоточиться в моменте только на себе. Для начала мягко очищаем лицо специальным кремом — он убирает себум, скопившийся за ночь, и не повреждает кожный барьер. 

Укрепляем кожу тоником с экстрактами лекарственных растений: гамамелиса и язвенника целебного. Кожа после средства светится здоровым розовым румянцем! 

Закрепляем результат тоника увлажняющим флюидом, который поможет защитить кожу от внешних воздействий.

Реклама",109938,63,50,"{""ReactionEmoji(emoticon='❤')"": 538, 'ReactionCustomEmoji(document_id=5294214784856649592)': 275, ""ReactionEmoji(emoticon='👍')"": 148, ""ReactionEmoji(emoticon='😍')"": 41, ""ReactionEmoji(emoticon='🔥')"": 12, ""ReactionEmoji(emoticon='😁')"": 8, ""ReactionEmoji(emoticon='⚡')"": 7, ""ReactionEmoji(emoticon='😇')"": 7}"
19147,2025-06-07 16:16:32+00:00,,112939,123,0,{}
19146,2025-06-07 16:16:32+00:00,"Попробуйте новый мужской аромат Banderas The Icon Supreme одними из первых🔥

Новинка для тех, кто готов проживать каждый момент на полную мощность, достигать успеха, сохраняя свой стиль и чувство юмора. The Icon Supreme — это насыщенное глубокое хвойно-древесное звучание бергамота, кипариса и розмарина с завораживающими нотами дымного аккорда и мха в шлейфе. 

До 7 июля миниатюра этого парфюма идет в подарок при покупке любого аромата из коллекции The Icon, подробности здесь.

Реклама",114971,125,26,"{""ReactionEmoji(emoticon='❤')"": 498, 'ReactionCustomEmoji(document_id=5294214784856649592)': 239, ""ReactionEmoji(emoticon='⚡')"": 79, ""ReactionEmoji(emoticon='👍')"": 59, ""ReactionEmoji(emoticon='🔥')"": 18, ""ReactionEmoji(emoticon='😍')"": 15, ""ReactionEmoji(emoticon='😁')"": 12, ""ReactionEmoji(emoticon='😇')"": 8}"
19145,2025-06-07 14:53:20+00:00,,107177,308,0,{}
19144,2025-06-07 14:53:20+00:00,"У нас появился новый антиэйдж-уход: знакомимся с премиальным брендом OHUI — читается как «О-хи».

С 1997 года корейский бренд исследует возрастные изменения кожи — на основе этого он разработал средства против различных факторов старения, в том числе ультрафиолета и обезвоживания.

В составах можно встретить пептиды и даже растительные стволовые клетки в запатентованных комплексах, а текстуры ощущаются максимально комфортно, без липкости или раздражения.

Начали тестировать с этих продуктов:

— очищающий гель для улучшения тона Miracle Toning
— эссенция для сияния The First Geniture
— увлажняющий тонер Miracle Moisture Pink Barrier
— крем для сияния кожи вокруг глаз The First Geniture",110025,310,53,"{""ReactionEmoji(emoticon='😁')"": 599, ""ReactionEmoji(emoticon='❤')"": 338, 'ReactionCustomEmoji(document_id=5294214784856649592)': 219, ""ReactionEmoji(emoticon='👍')"": 78, ""ReactionEmoji(emoticon='🔥')"": 19, ""ReactionEmoji(emoticon='⚡')"": 16, ""ReactionEmoji(emoticon='😍')"": 15, ""ReactionEmoji(emoticon='😇')"": 10}"
19143,2025-06-07 12:20:16+00:00,,110217,207,0,{}
19142,2025-06-07 12:20:16+00:00,"Будто сама ассирийская царица Семирамида приложила руку к аромату Le Couvent🌿

Ведь по легенде именно она обустроила загадочное чудо света — Висячие сады Семирамиды, которым посвящена свежая композиция Aqua Millefolia. Пара пшиков — и вы уже среди террас, залитых солнцем после дождя. В нотах сплетаются мята, вербена и гваяковое дерево. 

Посмотрите на его зеленый флакон! Он отлично встанет на летней полке рядом с SPF и соломенной сумкой.",113586,207,28,"{'ReactionCustomEmoji(document_id=5294214784856649592)': 632, ""ReactionEmoji(emoticon='❤')"": 348, ""ReactionEmoji(emoticon='🔥')"": 125, ""ReactionEmoji(emoticon='👍')"": 75, ""ReactionEmoji(emoticon='😍')"": 22, ""ReactionEmoji(emoticon='😁')"": 6, ""ReactionEmoji(emoticon='⚡')"": 4, ""ReactionEmoji(emoticon='😇')"": 4}"
19141,2025-06-07 10:43:58+00:00,,100931,5,21,"{""ReactionEmoji(emoticon='❤')"": 426, 'ReactionCustomEmoji(document_id=5294214784856649592)': 263, ""ReactionEmoji(emoticon='🔥')"": 123, ""ReactionEmoji(emoticon='😍')"": 62, ""ReactionEmoji(emoticon='👍')"": 30, ""ReactionEmoji(emoticon='😁')"": 13, ""ReactionEmoji(emoticon='⚡')"": 10, ""ReactionEmoji(emoticon='😇')"": 7}"
19140,2025-06-07 10:43:47+00:00,"Пу-пу-пу… Зашли в Золотое Яблоко за одной палеткой, а вышли сразу с тремя разными бренда Ninelle💅

Смотрите, какие малышки: в каждой по 4 оттенка с разными текстурами и уровнем пигментации. Одной можно сделать полноценный макияж глаз или скомбинировать их все для нужного результата!

➖ 509, нюдово-серебристые 
➖ 510, сияющие оливковые  
➖ 511, розово-коричневые 

Ниже показываем, как оттенки непринужденно выглядят на веках.

Реклама",98161,25,16,"{""ReactionEmoji(emoticon='❤')"": 431, 'ReactionCustomEmoji(document_id=5294214784856649592)': 194, ""ReactionEmoji(emoticon='🔥')"": 103, ""ReactionEmoji(emoticon='👍')"": 61, ""ReactionEmoji(emoticon='⚡')"": 16, ""ReactionEmoji(emoticon='😁')"": 6, ""ReactionEmoji(emoticon='😇')"": 4, ""ReactionEmoji(emoticon='😍')"": 3}"
19139,2025-06-07 10:43:38+00:00,,91631,7,3,"{""ReactionEmoji(emoticon='❤')"": 387, 'ReactionCustomEmoji(document_id=5294214784856649592)': 229, ""ReactionEmoji(emoticon='🔥')"": 102, ""ReactionEmoji(emoticon='👍')"": 54, ""ReactionEmoji(emoticon='😍')"": 14, ""ReactionEmoji(emoticon='😁')"": 6, ""ReactionEmoji(emoticon='😇')"": 6, ""ReactionEmoji(emoticon='⚡')"": 5}"
19138,2025-06-07 06:17:11+00:00,,120827,120,0,{}
19137,2025-06-07 06:17:11+00:00,"Неотъемлемая часть нашего летнего образа — успокаивающая сыворотка-спрей d’Alba💛

Эта версия легендарного спрея с экстрактом белого трюфеля создана в коллаборации с нами. Она подходит для чувствительной кожи и отлично освежает в жару: в составе есть масло зеленого чая и экстракт центеллы азиатской.",117884,125,46,"{'ReactionCustomEmoji(document_id=5294214784856649592)': 722, ""ReactionEmoji(emoticon='❤')"": 495, ""ReactionEmoji(emoticon='😁')"": 123, ""ReactionEmoji(emoticon='⚡')"": 60, ""ReactionEmoji(emoticon='👍')"": 33, ""ReactionEmoji(emoticon='😍')"": 27, ""ReactionEmoji(emoticon='🔥')"": 24, ""ReactionEmoji(emoticon='😇')"": 3}"
19136,2025-06-06 16:41:38+00:00,"Показываем, как красиво сияет лицо с тоном Luxvisage🌟

В составе легкого крем-флюида Aqua Veil Hyaluron Complex — четыре вида гиалуроновой кислоты, чтобы напитывать кожу даже под солнцем. Он не плывет, не сушит, хорошо скрывает поры, шелушения и неровности. 

Подходит для офиса, летних фестивалей и охоты за всеми бамблами города!

Реклама",112348,65,61,"{'ReactionCustomEmoji(document_id=5294214784856649592)': 487, ""ReactionEmoji(emoticon='❤')"": 286, ""ReactionEmoji(emoticon='😇')"": 85, ""ReactionEmoji(emoticon='👍')"": 82, ""ReactionEmoji(emoticon='😍')"": 30, ""ReactionEmoji(emoticon='🔥')"": 23, ""ReactionEmoji(emoticon='😁')"": 16, ""ReactionEmoji(emoticon='⚡')"": 11}"
19135,2025-06-06 16:41:33+00:00,,102058,36,8,"{""ReactionEmoji(emoticon='❤')"": 436, 'ReactionCustomEmoji(document_id=5294214784856649592)': 332, ""ReactionEmoji(emoticon='⚡')"": 95, ""ReactionEmoji(emoticon='👍')"": 57, ""ReactionEmoji(emoticon='😍')"": 28, ""ReactionEmoji(emoticon='🔥')"": 24, ""ReactionEmoji(emoticon='😁')"": 15, ""ReactionEmoji(emoticon='😇')"": 14}"
19134,2025-06-06 16:41:19+00:00,,104753,39,7,"{'ReactionCustomEmoji(document_id=5294214784856649592)': 443, ""ReactionEmoji(emoticon='❤')"": 212, ""ReactionEmoji(emoticon='🔥')"": 107, ""ReactionEmoji(emoticon='⚡')"": 62, ""ReactionEmoji(emoticon='👍')"": 21, ""ReactionEmoji(emoticon='😁')"": 18, ""ReactionEmoji(emoticon='😍')"": 18, ""ReactionEmoji(emoticon='😇')"": 13}"
19133,2025-06-06 14:20:16+00:00,,115339,35,0,{}
19132,2025-06-06 14:20:16+00:00,"Когда ты в отпуске, но тебе нужно напомнить людям, что в Золотом Яблоке скидки до −50% на продукты для волос💇‍♀️",118872,38,23,"{""ReactionEmoji(emoticon='❤')"": 775, 'ReactionCustomEmoji(document_id=5294214784856649592)': 393, ""ReactionEmoji(emoticon='⚡')"": 149, ""ReactionEmoji(emoticon='🔥')"": 88, ""ReactionEmoji(emoticon='😍')"": 29, ""ReactionEmoji(emoticon='😁')"": 27, ""ReactionEmoji(emoticon='👍')"": 26, ""ReactionEmoji(emoticon='😇')"": 22}"
19131,2025-06-06 13:12:40+00:00,,112418,45,0,{}
